0	0	0	-0.0112572
0	0	1	1.00339
0	0	2	-0.00057896
0	0	3	0.000161671
0	1	0	-0.0204588
0	1	1	1.02911
0	1	2	-0.00447783
0	1	3	0.000366107
0	2	0	-0.0324592
0	2	1	1.04822
0	2	2	-0.00928651
0	2	3	0.000900098
0	3	0	-0.0122157
0	3	1	1.03322
0	3	2	-0.00626437
0	3	3	0.000657545
0	4	0	-0.0269376
0	4	1	1.03508
0	4	2	-0.00225039
0	4	3	0.000128758
0	5	0	-0.0137141
0	5	1	1.02542
0	5	2	-0.000337631
0	5	3	1.4386e-05
0	6	0	-0.0230212
0	6	1	1.04908
0	6	2	-0.00733371
0	6	3	0.000772335
0	7	0	-0.0194932
0	7	1	1.04537
0	7	2	-0.00397569
0	7	3	0.000416616
0	8	0	-0.0223883
0	8	1	1.05069
0	8	2	-0.00460825
0	8	3	0.000440611
0	9	0	-0.0432576
0	9	1	1.08066
0	9	2	-0.0123847
0	9	3	0.00112245
1	0	0	-0.0138704
1	0	1	1.01173
1	0	2	-0.00399955
1	0	3	0.000511812
1	1	0	-0.0327229
1	1	1	1.03972
1	1	2	-0.0108746
1	1	3	0.00113816
1	2	0	-0.0448943
1	2	1	1.05238
1	2	2	-0.0127675
1	2	3	0.00124132
1	3	0	-0.142542
1	3	1	1.14889
1	3	2	-0.0401426
1	3	3	0.00355715
1	4	0	-0.142724
1	4	1	1.1501
1	4	2	-0.0393156
1	4	3	0.00350277
1	5	0	-0.0513644
1	5	1	1.06397
1	5	2	-0.01588
1	5	3	0.00153042
1	6	0	-0.0535766
1	6	1	1.07071
1	6	2	-0.017379
1	6	3	0.00172908
1	7	0	-0.042861
1	7	1	1.05641
1	7	2	-0.0117009
1	7	3	0.00115733
1	8	0	-0.0397974
1	8	1	1.04787
1	8	2	-0.00752982
1	8	3	0.000692323
1	9	0	-0.0389331
1	9	1	1.05227
1	9	2	-0.00940092
1	9	3	0.000967446
2	0	0	0.00313359
2	0	1	0.992545
2	0	2	0.00244255
2	0	3	-0.000139576
2	1	0	-0.0217558
2	1	1	1.02132
2	1	2	-0.0037853
2	1	3	0.000346326
2	2	0	-0.0243354
2	2	1	1.02181
2	2	2	-0.00210241
2	2	3	0.000151741
2	3	0	-0.0433428
2	3	1	1.04179
2	3	2	-0.00706715
2	3	3	0.000560256
2	4	0	-0.0558093
2	4	1	1.08069
2	4	2	-0.020395
2	4	3	0.00185813
2	5	0	-0.0310648
2	5	1	1.04265
2	5	2	-0.00855737
2	5	3	0.000808157
2	6	0	-0.0285004
2	6	1	1.04468
2	6	2	-0.00795976
2	6	3	0.000670433
2	7	0	-0.0242608
2	7	1	1.03951
2	7	2	-0.00639624
2	7	3	0.000624692
2	8	0	-0.0292218
2	8	1	1.04325
2	8	2	-0.00710471
2	8	3	0.000707132
2	9	0	-0.0165446
2	9	1	1.0237
2	9	2	0.000964746
2	9	3	-0.000145944
3	0	0	-0.0073621
3	0	1	1.01561
3	0	2	-0.009277
3	0	3	0.0014469
3	1	0	-0.0147259
3	1	1	1.03022
3	1	2	-0.0119561
3	1	3	0.00161184
3	2	0	-0.0156369
3	2	1	1.03632
3	2	2	-0.0132931
3	2	3	0.00181606
3	3	0	-0.0165613
3	3	1	1.03818
3	3	2	-0.0135471
3	3	3	0.00177612
3	4	0	-0.0206628
3	4	1	1.04583
3	4	2	-0.014781
3	4	3	0.0018669
3	5	0	-0.0157074
3	5	1	1.03439
3	5	2	-0.0117628
3	5	3	0.00160584
3	6	0	-0.021864
3	6	1	1.04637
3	6	2	-0.0146181
3	6	3	0.00184709
3	7	0	-0.0194759
3	7	1	1.0459
3	7	2	-0.0145798
3	7	3	0.0018967
3	8	0	-0.0203997
3	8	1	1.04305
3	8	2	-0.0123225
3	8	3	0.00164346
3	9	0	-0.0162059
3	9	1	1.03885
3	9	2	-0.0100872
3	9	3	0.00139217
4	0	0	-0.0195615
4	0	1	1.03656
4	0	2	-0.0160082
4	0	3	0.00206503
4	1	0	-0.0200804
4	1	1	1.03726
4	1	2	-0.0137821
4	1	3	0.00179372
4	2	0	-0.0184586
4	2	1	1.0376
4	2	2	-0.0125484
4	2	3	0.00162484
4	3	0	-0.0253093
4	3	1	1.06503
4	3	2	-0.023083
4	3	3	0.00270696
4	4	0	-0.0210613
4	4	1	1.05402
4	4	2	-0.0176087
4	4	3	0.00218885
4	5	0	-0.0148694
4	5	1	1.04754
4	5	2	-0.0156209
4	5	3	0.00196959
4	6	0	-0.0152172
4	6	1	1.048
4	6	2	-0.0149442
4	6	3	0.00195269
4	7	0	-0.00974449
4	7	1	1.03858
4	7	2	-0.0103292
4	7	3	0.00148418
4	8	0	-0.00940077
4	8	1	1.03691
4	8	2	-0.00918469
4	8	3	0.00135034
4	9	0	-0.00922958
4	9	1	1.0377
4	9	2	-0.00848302
4	9	3	0.00126221
5	0	0	-0.00946376
5	0	1	1.01909
5	0	2	-0.00911813
5	0	3	0.00128508
5	1	0	-0.0154125
5	1	1	1.02976
5	1	2	-0.0100161
5	1	3	0.00138684
5	2	0	-0.0301837
5	2	1	1.06471
5	2	2	-0.0207056
5	2	3	0.0024198
5	3	0	-0.0380996
5	3	1	1.07664
5	3	2	-0.0239942
5	3	3	0.00265673
5	4	0	-0.0334026
5	4	1	1.06239
5	4	2	-0.0161611
5	4	3	0.00184637
5	5	0	-0.0332541
5	5	1	1.06405
5	5	2	-0.0181053
5	5	3	0.00210689
5	6	0	-0.0299645
5	6	1	1.05712
5	6	2	-0.0136629
5	6	3	0.00163167
5	7	0	-0.0351281
5	7	1	1.07496
5	7	2	-0.0195787
5	7	3	0.00224937
5	8	0	-0.0419699
5	8	1	1.08556
5	8	2	-0.022346
5	8	3	0.00250516
5	9	0	-0.0412589
5	9	1	1.08346
5	9	2	-0.0204266
5	9	3	0.00233226
6	0	0	-0.032929
6	0	1	1.05903
6	0	2	-0.0237547
6	0	3	0.00276359
6	1	0	-0.0411017
6	1	1	1.05848
6	1	2	-0.0194803
6	1	3	0.00216621
6	2	0	-0.0574732
6	2	1	1.09014
6	2	2	-0.0290204
6	2	3	0.00308144
6	3	0	-0.0570889
6	3	1	1.08584
6	3	2	-0.025347
6	3	3	0.00267313
6	4	0	-0.0530956
6	4	1	1.07825
6	4	2	-0.0212826
6	4	3	0.00227641
6	5	0	-0.0461613
6	5	1	1.07354
6	5	2	-0.0213498
6	5	3	0.00233386
6	6	0	-0.0449185
6	6	1	1.0713
6	6	2	-0.0190534
6	6	3	0.0020719
6	7	0	-0.0430377
6	7	1	1.07016
6	7	2	-0.018741
6	7	3	0.0021224
6	8	0	-0.0418108
6	8	1	1.06692
6	8	2	-0.0172834
6	8	3	0.00201658
6	9	0	-0.034407
6	9	1	1.05751
6	9	2	-0.0136925
6	9	3	0.00165203
7	0	0	-0.0125503
7	0	1	1.06185
7	0	2	-0.0363875
7	0	3	0.0053979
7	1	0	-0.0296622
7	1	1	1.09114
7	1	2	-0.043923
7	1	3	0.0061607
7	2	0	-0.0460665
7	2	1	1.10398
7	2	2	-0.0452315
7	2	3	0.00619307
7	3	0	-0.0695741
7	3	1	1.13718
7	3	2	-0.0552247
7	3	3	0.00704416
7	4	0	-0.0685972
7	4	1	1.13491
7	4	2	-0.053144
7	4	3	0.00692982
7	5	0	-0.0505189
7	5	1	1.11711
7	5	2	-0.048219
7	5	3	0.00642368
7	6	0	-0.0534066
7	6	1	1.123
7	6	2	-0.0499552
7	6	3	0.00673253
7	7	0	-0.0480051
7	7	1	1.11325
7	7	2	-0.0445849
7	7	3	0.00607366
7	8	0	-0.0489637
7	8	1	1.11486
7	8	2	-0.0446356
7	8	3	0.00609213
7	9	0	-0.0473705
7	9	1	1.11698
7	9	2	-0.0453111
7	9	3	0.00625155
8	0	0	-0.0329784
8	0	1	1.10042
8	0	2	-0.0542761
8	0	3	0.00771753
8	1	0	-0.0431536
8	1	1	1.12247
8	1	2	-0.0594602
8	1	3	0.0082905
8	2	0	-0.0365003
8	2	1	1.1244
8	2	2	-0.0590505
8	2	3	0.00817702
8	3	0	-0.0371433
8	3	1	1.12545
8	3	2	-0.0609992
8	3	3	0.00844801
8	4	0	-0.0339945
8	4	1	1.11841
8	4	2	-0.0553878
8	4	3	0.00775833
8	5	0	-0.0364189
8	5	1	1.1246
8	5	2	-0.0578697
8	5	3	0.00807849
8	6	0	-0.0320276
8	6	1	1.11506
8	6	2	-0.0517463
8	6	3	0.00735249
8	7	0	-0.0417453
8	7	1	1.14176
8	7	2	-0.0607298
8	7	3	0.00828575
8	8	0	-0.0402809
8	8	1	1.13792
8	8	2	-0.0586803
8	8	3	0.00803772
8	9	0	-0.042377
8	9	1	1.14513
8	9	2	-0.0597519
8	9	3	0.00814842
9	0	0	-0.035131
9	0	1	1.10402
9	0	2	-0.0554064
9	0	3	0.00781095
9	1	0	-0.0471314
9	1	1	1.12533
9	1	2	-0.0600146
9	1	3	0.00821427
9	2	0	-0.0546378
9	2	1	1.14133
9	2	2	-0.0638205
9	2	3	0.00855802
9	3	0	-0.0713611
9	3	1	1.17673
9	3	2	-0.0791606
9	3	3	0.0104359
9	4	0	-0.0619894
9	4	1	1.15086
9	4	2	-0.0651301
9	4	3	0.00867199
9	5	0	-0.0539823
9	5	1	1.13946
9	5	2	-0.0617781
9	5	3	0.00831111
9	6	0	-0.0554687
9	6	1	1.14278
9	6	2	-0.0620489
9	6	3	0.00837986
9	7	0	-0.0492766
9	7	1	1.12911
9	7	2	-0.0552708
9	7	3	0.00760249
9	8	0	-0.0535432
9	8	1	1.13531
9	8	2	-0.0567256
9	8	3	0.00770548
9	9	0	-0.0529892
9	9	1	1.13797
9	9	2	-0.0579693
9	9	3	0.00794957
